Dot Point Measurements

Generated: Friday, February 01, 2019 11:17:09

Filename,Frame,Time (mins),Period,Period time (mins),Image row,Image col,OpCode,TapeReader,Depth,Comment,,,,,,,,,Family,Genus,Species,Code,Number,Stage,Activity,Flower ID,Animal ID,A/D
T2_29L.avi,  12917,   7.1833,Time deployment,   2.1327,779,2292,T2_29,Jake,,,,,,,,,,,Order_Diptera,,sp1,,1,AD,Collecting pollen or nectar,,1,Arrival
T2_29L.avi,  12971,   7.2133,Time deployment,   2.1627,790,2292,T2_29,Jake,,,,,,,,,,,Order_Diptera,,sp1,,1,AD,Collecting pollen or nectar,,1,Departure
T2_29L.avi,  12978,   7.2172,Time deployment,   2.1666,776,2234,T2_29,Jake,,,,,,,,,,,Order_Diptera,,sp1,,1,AD,Collecting pollen or nectar,,1,Arrival
T2_29L.avi,  13951,   7.7583,Time deployment,   2.7077,715,2157,T2_29,Jake,,,,,,,,,,,Order_Diptera,,sp1,,1,AD,Collecting pollen or nectar,,1,Departure
T2_29L.avi,  13953,   7.7594,Time deployment,   2.7088,753,2053,T2_29,Jake,,,,,,,,,,,Order_Diptera,,sp1,,1,AD,Collecting pollen or nectar,,1,Arrival
T2_29L.avi,  43113,  23.9756,Time deployment,  18.9250,736,1380,T2_29,Jake,,,,,,,,,,,Syrphidae,,sp,,1,AD,Passing,,2,
T2_29L.avi,  76497,  42.5409,Time deployment,  37.4903,175,1668,T2_29,Jake,,,,,,,,,,,Apidae,Apis,mellifera,2,1,AD,Attracted,,3,
T2_29L.avi,  80446,  44.7370,Time deployment,  39.6864,582,2426,T2_29,Jake,,,,,,,,,,,Order_Diptera,,,4,1,AD,Collecting pollen or nectar,,4,New_flower
T2_29L.avi,  81863,  45.5250,Time deployment,  40.4744,661,1743,T2_29,Jake,,,,,,,,,,,Apidae,Apis,mellifera,2,1,AD,Attracted,,5,
T2_29L.avi, 103259,  57.4235,Time deployment,  52.3729,185,741,T2_29,Jake,,,,,,,,,,,,,sp,,1,AD,Passing,,6,
