Dot Point Measurements

Generated: Friday, February 01, 2019 11:17:09

Filename,Frame,Time (mins),Period,Period time (mins),Image row,Image col,OpCode,TapeReader,Depth,Comment,,,,,,,,,Family,Genus,Species,Code,Number,Stage,Activity,Flower ID,Animal ID,A/D
T2_18L.avi,  19884,  11.0577,Time deployment,   0.0000,705,1778,T2_18,Jake,,,,,,,,,,,Formicidae,Polyrhachis,daemeli,9,1,AD,Collecting nectar,,1,New_flower
T2_18L.avi,  19884,  11.0577,Time deployment,   0.0000,1008,2017,T2_18,Jake,,,,,,,,,,,Formicidae,Polyrhachis,daemeli,9,1,AD,Collecting nectar,,2,New_flower
T2_18L.avi,  24924,  13.8605,Time deployment,   2.8028,422,1910,T2_18,Jake,,,,,,,,,,,Formicidae,Crematogaster,laeviceps,47,1,AD,Collecting nectar,,3,New_flower
T2_18L.avi,  31218,  17.3607,Time deployment,   6.3030,144,866,T2_18,Jake,,,,,,,,,,,Order_Diptera,,,4,1,AD,Passing,,4,
T2_18L.avi,  31543,  17.5414,Time deployment,   6.4837,443,1745,T2_18,Jake,,,,,,,,,,,Formicidae,Crematogaster,laeviceps,47,1,AD,Collecting nectar,,3,
T2_18L.avi,  31543,  17.5414,Time deployment,   6.4837,1144,2028,T2_18,Jake,,,,,,,,,,,Formicidae,Crematogaster,laeviceps,47,1,AD,Passing,,5,
T2_18L.avi,  32066,  17.8323,Time deployment,   6.7746,1010,1956,T2_18,Jake,,,,,,,,,,,Formicidae,Crematogaster,laeviceps,47,1,AD,Collecting nectar,,5,New_flower
T2_18L.avi,  32324,  17.9758,Time deployment,   6.9180,393,1841,T2_18,Jake,,,,,,,,,,,,,sp,,1,AD,Collecting pollen or nectar,,6,New_flower
T2_18L.avi,  32577,  18.1164,Time deployment,   7.0587,367,1826,T2_18,Jake,,,,,,,,,,,,,sp,,1,AD,Collecting pollen or nectar,,6,Departure
T2_18L.avi,  36973,  20.5611,Time deployment,   9.5034,1003,1835,T2_18,Jake,,,,,,,,,,,Formicidae,Polyrhachis,daemeli,9,1,AD,Collecting nectar,,7,New_flower
T2_18L.avi,  45683,  25.4048,Time deployment,  14.3471,650,1848,T2_18,Jake,,,,,,,,,,,Formicidae,Crematogaster,laeviceps,47,1,AD,Collecting nectar,,,
T2_18L.avi,  45683,  25.4048,Time deployment,  14.3471,780,1999,T2_18,Jake,,,,,,,,,,,Formicidae,Crematogaster,laeviceps,47,1,AD,Collecting nectar,,,
T2_18L.avi,  45683,  25.4048,Time deployment,  14.3471,884,2017,T2_18,Jake,,,,,,,,,,,Formicidae,Crematogaster,laeviceps,47,1,AD,Collecting nectar,,,
T2_18L.avi,  51358,  28.5608,Time deployment,  17.5031,443,2647,T2_18,Jake,,,,,,,,,,,Formicidae,Crematogaster,laeviceps,47,1,AD,Passing,,,
T2_18L.avi,  51358,  28.5608,Time deployment,  17.5031,442,2642,T2_18,Jake,,,,,,,,,,,Formicidae,Crematogaster,laeviceps,47,1,AD,Passing,,,
T2_18L.avi,  51358,  28.5608,Time deployment,  17.5031,628,2296,T2_18,Jake,,,,,,,,,,,Formicidae,Crematogaster,laeviceps,47,1,AD,Passing,,,
T2_18L.avi,  51358,  28.5608,Time deployment,  17.5031,622,2318,T2_18,Jake,,,,,,,,,,,Formicidae,Crematogaster,laeviceps,47,1,AD,Passing,,,
T2_18L.avi,  51358,  28.5608,Time deployment,  17.5031,612,2334,T2_18,Jake,,,,,,,,,,,Formicidae,Crematogaster,laeviceps,47,1,AD,Passing,,,
T2_18L.avi,  54932,  30.5483,Time deployment,  19.4906,1204,1421,T2_18,Jake,,,,,,,,,,,Nymphalidae,,sp,,1,AD,Passing,,8,
T2_18L.avi,  61922,  34.4355,Time deployment,  23.3778,1011,1342,T2_18,Jake,,,,,,,,,,,Nymphalidae,,sp,,1,AD,Passing,,9,
T2_18L.avi,  68061,  37.8495,Time deployment,  26.7918,898,1751,T2_18,Jake,,,,,,,,,,,Syrphidae,,sp,,1,AD,Attracted,,10,
T2_18L.avi,  81518,  45.3331,Time deployment,  34.2754,119,1517,T2_18,Jake,,,,,,,,,,,Tiphiidae,,sp,,1,AD,Passing,,11,
T2_18L.avi,  91353,  50.8025,Time deployment,  39.7447,998,846,T2_18,Jake,,,,,,,,,,,Pieridae,Delias,nigrina,55,1,AD,Passing,,12,
T2_18L.avi,  99818,  55.5100,Time deployment,  44.4522,651,1999,T2_18,Jake,,,,,,,,,,,Clade_Anthophila,,sp,,1,AD,Collecting nectar,,13,Arrival
T2_18L.avi, 100124,  55.6801,Time deployment,  44.6224,648,2013,T2_18,Jake,,,,,,,,,,,Clade_Anthophila,,sp,,1,AD,Collecting nectar,,13,Departure
T2_18L.avi, 100172,  55.7068,Time deployment,  44.6491,797,2069,T2_18,Jake,,,,,,,,,,,Clade_Anthophila,,sp,,1,AD,Collecting pollen,,13,Arrival
T2_18L.avi, 100254,  55.7524,Time deployment,  44.6947,812,2082,T2_18,Jake,,,,,,,,,,,Clade_Anthophila,,sp,,1,AD,Collecting pollen,,13,Departure
T2_18L.avi, 118958,  66.1539,Time deployment,  55.0962,926,1023,T2_18,Jake,,,,,,,,,,,Pieridae,,,,1,AD,Passing,,14,
T2_18L.avi, 125144,  69.5940,Time deployment,  58.5363,614,1638,T2_18,Jake,,,,,,,,,,,Clade_Anthophila,,sp,,1,AD,Attracted,,15,
