MaxN

Generated: Wednesday, February 13, 2019 07:39:55

Filename,Frame,Time (mins),Period,Period time (mins),OpCode,TapeReader,Depth,Comment,,,,,,,,,Family,Genus,Species,Code,MaxN,Has fed
T5_09L.avi,  52752,  29.3360,Time deployment,  19.2876,T5_09,Jake,,,,,,,,,,,Apidae,Apis,mellifera,2,1,No
T5_09L.avi, 103856,  57.7555,Time deployment,  47.7072,T5_09,Jake,,,,,,,,,,,Formicidae,,sp,,2,No
T5_09L.avi,  20604,  11.4581,Time deployment,   1.4097,T5_09,Jake,,,,,,,,,,,Formicidae,Crematogaster,laeviceps,47,1,No
T5_09L.avi,  22492,  12.5081,Time deployment,   2.4597,T5_09,Jake,,,,,,,,,,,Order_Coleoptera,,sp,,1,No
