MaxN

Generated: Wednesday, February 13, 2019 07:39:55

Filename,Frame,Time (mins),Period,Period time (mins),OpCode,TapeReader,Depth,Comment,,,,,,,,,Family,Genus,Species,Code,MaxN,Has fed
T5_01L.avi,  26311,  14.6319,Time deployment,  12.5931,T5_01,Jake,,,,,,,,,,,,,sp,,1,No
T5_01L.avi,  29890,  16.6222,Time deployment,  14.5835,T5_01,Jake,,,,,,,,,,,Apidae,Apis,mellifera,2,1,No
T5_01L.avi,  13105,   7.2878,Time deployment,   5.2491,T5_01,Jake,,,,,,,,,,,Formicidae,,sp,,1,No
T5_01L.avi,  33596,  18.6831,Time deployment,  16.6444,T5_01,Jake,,,,,,,,,,,Formicidae,Polyrhachis,daemeli,9,1,No
T5_01L.avi,  52236,  29.0490,Time deployment,  27.0103,T5_01,Jake,,,,,,,,,,,Order_Diptera,,sp,,1,No
