MaxN

Generated: Wednesday, February 13, 2019 07:39:55

Filename,Frame,Time (mins),Period,Period time (mins),OpCode,TapeReader,Depth,Comment,,,,,,,,,Family,Genus,Species,Code,MaxN,Has fed
T5_13L.avi,  33257,  18.4946,Time deployment,   5.4060,T5_13,Jake,,,,,,,,,,,Formicidae,,sp,,6,No
T5_13L.avi,  24204,  13.4601,Time deployment,   0.3715,T5_13,Jake,,,,,,,,,,,Order_Araneae,,sp,,1,No
T5_13L.avi,  60500,  33.6448,Time deployment,  20.5561,T5_13,Jake,,,,,,,,,,,Suborder_Nematocera,,sp,,1,No
