MaxN

Generated: Friday, February 01, 2019 11:14:59

Filename,Frame,Time (mins),Period,Period time (mins),OpCode,TapeReader,Depth,Comment,,,,,,,,,Family,Genus,Species,Code,MaxN,Has fed
T2_23L.avi,   9747,   5.4204,Time deployment,   0.7736,T2_23,Jake,,,,,,,,,,,,,sp,,1,No
T2_23L.avi,  36035,  20.0395,Time deployment,  15.3926,T2_23,Jake,,,,,,,,,,,Apidae,Apis,mellifera,2,1,No
T2_23L.avi,  56197,  31.2518,Time deployment,  26.6049,T2_23,Jake,,,,,,,,,,,Apidae,Tribe_Meliponini,sp,89,1,No
T2_23L.avi,  30005,  16.6861,Time deployment,  12.0393,T2_23,Jake,,,,,,,,,,,Colletidae,Hylaeus,sp,58,2,No
T2_23L.avi,  50886,  28.2983,Time deployment,  23.6514,T2_23,Jake,,,,,,,,,,,Lauxaniidae,Sapromyza,sp,24,1,No
T2_23L.avi,  88757,  49.3588,Time deployment,  44.7119,T2_23,Jake,,,,,,,,,,,Meliphagidae,,,61,1,No
T2_23L.avi, 106124,  59.0168,Time deployment,  54.3699,T2_23,Jake,,,,,,,,,,,Order_Diptera,,sp,,5,No
T2_23L.avi, 105850,  58.8644,Time deployment,  54.2176,T2_23,Jake,,,,,,,,,,,Order_Lepidoptera,,,59,1,No
T2_23L.avi,  13682,   7.6087,Time deployment,   2.9619,T2_23,Jake,,,,,,,,,,,Pieridae,Delias,nigrina,55,1,No
T2_23L.avi,  15832,   8.8044,Time deployment,   4.1575,T2_23,Jake,,,,,,,,,,,Syrphidae,,sp,,1,No
T2_23L.avi,  12472,   6.9358,Time deployment,   2.2890,T2_23,Jake,,,,,,,,,,,Tachinidae,,sp,,1,No
