MaxN

Generated: Wednesday, February 13, 2019 07:39:55

Filename,Frame,Time (mins),Period,Period time (mins),OpCode,TapeReader,Depth,Comment,,,,,,,,,Family,Genus,Species,Code,MaxN,Has fed
T5_12L.avi,  57081,  31.7434,Time deployment,  24.6480,T5_12,Jake,,,,,,,,,,,Apidae,Apis,mellifera,2,1,No
T5_12L.avi,  34282,  19.0646,Time deployment,  11.9692,T5_12,Jake,,,,,,,,,,,Formicidae,,sp,,3,No
T5_12L.avi,  15779,   8.7749,Time deployment,   1.6795,T5_12,Jake,,,,,,,,,,,Formicidae,Crematogaster,laeviceps,47,1,No
T5_12L.avi,  15954,   8.8722,Time deployment,   1.7768,T5_12,Jake,,,,,,,,,,,Order_Coleoptera,,sp,,1,No
T5_12L.avi,  59519,  33.0992,Time deployment,  26.0038,T5_12,Jake,,,,,,,,,,,Oxyopidae,Oxyopes,sp,39,1,No
