recording,video_file,insect_id,first_frame,last_frame,mean_velocity,median_velocity,mean_relative_velocity,median_relative_velocity
2021-10-17-A-1500,GP012122,0,0,153,87.20261437908496,11.0,0.3226339109418265,0.04188690915845535
2021-10-17-A-1500,GP012122,1,17,44,18.11111111111111,0.0,0.06885484883643003,0.0
2021-10-17-A-1500,GP012122,2,46,270,64.84375,0.0,0.215934812615513,0.0
2021-10-17-A-1500,GP012122,3,155,821,69.04204204204204,6.0,0.25512693588358104,0.024729043825329762
2021-10-17-A-1500,GP012122,4,492,545,5.679245283018868,0.0,0.0201546317139293,0.0
2021-10-17-A-1500,GP012122,5,550,565,0.0,0.0,0.0,0.0
2021-10-17-A-1500,GP012122,6,576,594,4.944444444444445,0.0,0.01822548231729686,0.0
2021-10-17-A-1500,GP012122,7,598,635,6.4324324324324325,0.0,0.023800150611056066,0.0
2021-10-17-A-1500,GP012122,8,653,705,27.53846153846154,0.0,0.08730627203963924,0.0
2021-10-17-A-1500,GP012122,9,744,907,19.52760736196319,0.0,0.05926684999333257,0.0
2021-10-17-A-1500,GP012122,10,796,1288,52.71951219512195,4.0,0.19533637018610742,0.017155017979831922
2021-10-17-A-1500,GP012122,11,1031,1062,17.451612903225808,0.0,0.05652532161868536,0.0
2021-10-17-A-1500,GP012122,12,1069,1104,6.885714285714286,0.0,0.025404133776011827,0.0
2021-10-17-A-1500,GP012122,13,1123,1142,3.1052631578947367,0.0,0.011524618526131035,0.0
2021-10-17-A-1500,GP012122,14,1152,1175,0.8260869565217391,0.0,0.00290522907113415,0.0
2021-10-17-A-1500,GP012122,15,1180,1207,16.444444444444443,0.0,0.06090911223764344,0.0
2021-10-17-A-1500,GP012122,16,1238,1258,18.75,0.0,0.05496001275780345,0.0
2021-10-17-A-1500,GP012122,17,1261,1441,30.283333333333335,1.0,0.10858350417943242,0.0032123538677426592
2021-10-17-A-1500,GP012122,18,1340,1473,42.556390977443606,3.0,0.15494331037323122,0.009088562141317662
2021-10-17-A-1500,GP012122,19,1449,1589,60.864285714285714,2.0,0.22424448755620735,0.00818114532300517
2021-10-17-A-1500,GP012122,20,1484,1552,38.1764705882353,0.0,0.1459764020399048,0.0
2021-10-17-A-1500,GP012122,21,1574,1691,22.5982905982906,3.0,0.08534680348754707,0.011485572971844165
2021-10-17-A-1500,GP012122,22,1632,1684,54.71153846153846,0.0,0.1795482061158158,0.0
2021-10-17-A-1500,GP012122,23,1638,1870,39.625,3.0,0.14456247060781016,0.011777583612999309
2021-10-17-A-1500,GP012122,24,1777,1847,124.4,0.0,0.44663178550806787,0.0
2021-10-17-A-1500,GP012122,25,1849,1995,64.4041095890411,5.0,0.2308301742358621,0.01911908665287328
2021-10-17-A-1500,GP012122,26,1906,2236,63.163636363636364,1.0,0.22782303137626952,0.00436462986181175
2021-10-17-A-1500,GP012122,27,2009,2154,67.6,0.0,0.24260496678633572,0.0
2021-10-17-A-1500,GP012122,28,2050,2122,21.458333333333332,0.0,0.07726553026992898,0.0
2021-10-17-A-1500,GP012122,29,2125,2213,52.51136363636363,0.0,0.20340730794530495,0.0
2021-10-17-A-1500,GP012122,30,2125,2176,26.84313725490196,0.0,0.09414268904163389,0.0
2021-10-17-A-1500,GP012122,31,2125,2203,51.0,0.0,0.1690092123771174,0.0
2021-10-17-A-1500,GP012122,32,2222,2236,11.857142857142858,0.0,0.039710315312901916,0.0
