recording,video_file,insect_id,first_frame,last_frame,mean_velocity,median_velocity,mean_relative_velocity,median_relative_velocity
2021-10-17-A-1200,GP030126,0,0,462,78.94588744588745,1.0,0.322506010600902,0.003789129687938234
2021-10-17-A-1200,GP030126,1,12,166,45.688311688311686,1.5,0.18821581672080243,0.005939840617586416
2021-10-17-A-1200,GP030126,2,75,90,0.0,0.0,0.0,0.0
2021-10-17-A-1200,GP030126,3,154,169,0.0,0.0,0.0,0.0
2021-10-17-A-1200,GP030126,4,154,454,78.52666666666667,0.0,0.3149177619942123,0.0
2021-10-17-A-1200,GP030126,5,446,469,15.26086956521739,0.0,0.04935452022129329,0.0
2021-10-17-A-1200,GP030126,6,446,679,50.25321888412017,8.0,0.17120930471649243,0.025974025974025976
2021-10-17-A-1200,GP030126,7,474,489,0.0,0.0,0.0,0.0
2021-10-17-A-1200,GP030126,8,494,558,4.171875,0.0,0.011091153257492214,0.0
2021-10-17-A-1200,GP030126,9,495,517,1.4545454545454546,0.0,0.004091740932968851,0.0
2021-10-17-A-1200,GP030126,10,592,888,73.22635135135135,0.0,0.28427151892455543,0.0
2021-10-17-A-1200,GP030126,11,660,675,0.0,0.0,0.0,0.0
2021-10-17-A-1200,GP030126,12,698,1003,107.52131147540983,3.0,0.4286780113554903,0.012653096994176277
2021-10-17-A-1200,GP030126,13,868,933,58.10769230769231,0.0,0.23298034300638243,0.0
2021-10-17-A-1200,GP030126,14,944,1257,54.66134185303515,0.0,0.2263352971154787,0.0
2021-10-17-A-1200,GP030126,15,983,1427,53.97072072072072,0.0,0.2206092028819586,0.0
2021-10-17-A-1200,GP030126,16,1235,1324,28.60674157303371,0.0,0.11943042193785691,0.0
2021-10-17-A-1200,GP030126,17,1260,1289,32.172413793103445,0.0,0.09138146527961476,0.0
2021-10-17-A-1200,GP030126,18,1268,1356,47.34090909090909,0.0,0.20018722318272564,0.0
2021-10-17-A-1200,GP030126,19,1268,1298,29.9,0.0,0.09664847719118266,0.0
2021-10-17-A-1200,GP030126,20,1367,1582,43.17674418604651,0.0,0.1742714136383133,0.0
2021-10-17-A-1200,GP030126,21,1430,1548,42.228813559322035,0.0,0.17124070813410658,0.0
2021-10-17-A-1200,GP030126,22,1474,1505,32.83870967741935,0.0,0.12415915755614995,0.0
2021-10-17-A-1200,GP030126,23,1474,1505,32.774193548387096,0.0,0.11418852260763851,0.0
2021-10-17-A-1200,GP030126,24,1482,1506,15.916666666666666,0.0,0.05868190642344055,0.0
2021-10-17-A-1200,GP030126,25,1482,1497,0.0,0.0,0.0,0.0
2021-10-17-A-1200,GP030126,26,1482,1504,0.09090909090909091,0.0,0.0003411949614477613,0.0
2021-10-17-A-1200,GP030126,27,1514,1654,71.19285714285714,0.0,0.27757502904215864,0.0
2021-10-17-A-1200,GP030126,28,1554,1603,16.040816326530614,0.0,0.06386761209885314,0.0
2021-10-17-A-1200,GP030126,29,1554,1654,44.99,0.0,0.18386567538284632,0.0
2021-10-17-A-1200,GP030126,30,1643,1654,2.5454545454545454,0.0,0.005520502478611458,0.0
2021-10-17-A-1200,GP030126,31,1643,1654,63.63636363636363,0.0,0.16650520469882518,0.0
2021-10-17-A-1200,GP030126,32,1643,1654,84.0909090909091,0.0,0.3580882681529957,0.0
2021-10-17-A-1200,GP030126,33,1643,1654,144.8181818181818,0.0,0.3706769496243646,0.0
2021-10-17-A-1200,GP030126,34,1647,1654,42.714285714285715,0.0,0.18330569768275704,0.0
2021-10-17-A-1200,GP030126,35,1647,1654,39.0,0.0,0.17148034846059826,0.0
2021-10-17-A-1200,GP030126,36,1647,1654,0.0,0.0,0.0,0.0
2021-10-17-A-1200,GP030126,37,1647,1654,0.0,0.0,0.0,0.0
2021-10-17-A-1200,GP030126,38,1647,1654,83.85714285714286,0.0,0.18811083378612992,0.0
