recording,video_file,insect_id,first_frame,last_frame,mean_velocity,median_velocity,mean_relative_velocity,median_relative_velocity
2021-10-17-A-1500,GOPR2122,0,0,235,90.0595744680851,0.0,0.29032239011018385,0.0
2021-10-17-A-1500,GOPR2122,1,12,99,62.01149425287356,0.0,0.20001157596680683,0.0
2021-10-17-A-1500,GOPR2122,2,24,39,0.0,0.0,0.0,0.0
2021-10-17-A-1500,GOPR2122,3,60,114,79.44444444444444,0.0,0.22217714062615143,0.0
2021-10-17-A-1500,GOPR2122,4,60,371,60.82958199356913,0.0,0.19963206824779325,0.0
2021-10-17-A-1500,GOPR2122,5,176,285,49.027522935779814,0.0,0.1652309293343585,0.0
2021-10-17-A-1500,GOPR2122,6,176,201,62.2,0.0,0.1913669891865913,0.0
2021-10-17-A-1500,GOPR2122,7,205,369,87.39024390243902,0.0,0.25959362490183796,0.0
2021-10-17-A-1500,GOPR2122,8,205,295,31.27777777777778,0.0,0.1022217658970193,0.0
2021-10-17-A-1500,GOPR2122,9,316,331,0.0,0.0,0.0,0.0
2021-10-17-A-1500,GOPR2122,10,316,495,126.23463687150839,3.0,0.3980064728660999,0.008445344865837055
2021-10-17-A-1500,GOPR2122,11,381,414,64.03030303030303,0.0,0.18690175936467204,0.0
2021-10-17-A-1500,GOPR2122,12,384,454,61.24285714285714,0.0,0.2042009188492215,0.0
2021-10-17-A-1500,GOPR2122,13,384,414,3.033333333333333,0.0,0.01021695067109059,0.0
2021-10-17-A-1500,GOPR2122,14,384,420,44.47222222222222,0.0,0.15427897101301194,0.0
2021-10-17-A-1500,GOPR2122,15,476,515,78.05128205128206,0.0,0.2632520280147999,0.0
2021-10-17-A-1500,GOPR2122,16,492,575,63.13253012048193,10.0,0.22972171060280316,0.0401187415241267
2021-10-17-A-1500,GOPR2122,17,492,526,39.794117647058826,0.0,0.14815492747758893,0.0
