recording,video_file,insect_id,first_frame,last_frame,mean_velocity,median_velocity,mean_relative_velocity,median_relative_velocity
2021-10-17-A-1500,GP022122,0,0,205,81.28292682926829,8.0,0.28560393628562714,0.031183151790385666
2021-10-17-A-1500,GP022122,1,83,245,79.3641975308642,6.0,0.27375177120852184,0.02026564174291469
2021-10-17-A-1500,GP022122,2,213,233,0.5,0.0,0.0019018708847090122,0.0
2021-10-17-A-1500,GP022122,3,218,442,44.375,8.5,0.16436253024840872,0.033175049278271806
2021-10-17-A-1500,GP022122,4,218,233,0.0,0.0,0.0,0.0
2021-10-17-A-1500,GP022122,5,218,281,26.396825396825395,0.0,0.08446932319574355,0.0
2021-10-17-A-1500,GP022122,6,247,273,88.5,0.0,0.299722045289804,0.0
2021-10-17-A-1500,GP022122,7,297,330,12.636363636363637,0.0,0.045958261403786664,0.0
2021-10-17-A-1500,GP022122,8,333,381,3.6875,0.0,0.012810591520842634,0.0
2021-10-17-A-1500,GP022122,9,413,551,32.64492753623188,6.0,0.12377831328764125,0.023710002059260125
2021-10-17-A-1500,GP022122,10,454,522,12.073529411764707,0.0,0.04215244749648509,0.0
2021-10-17-A-1500,GP022122,11,532,653,72.7107438016529,3.0,0.28443021612704555,0.01121733925463613
2021-10-17-A-1500,GP022122,12,532,548,0.25,0.0,0.0007010837034147581,0.0
2021-10-17-A-1500,GP022122,13,576,591,0.0,0.0,0.0,0.0
2021-10-17-A-1500,GP022122,14,593,741,82.39189189189189,9.0,0.29583081864659694,0.03773307780135349
2021-10-17-A-1500,GP022122,15,597,672,58.026666666666664,0.0,0.21180214884018683,0.0
2021-10-17-A-1500,GP022122,16,683,705,4.545454545454546,0.0,0.01627992659861001,0.0
2021-10-17-A-1500,GP022122,17,711,976,78.38867924528302,6.0,0.29128723534248024,0.02356113784717997
2021-10-17-A-1500,GP022122,18,743,758,0.0,0.0,0.0,0.0
2021-10-17-A-1500,GP022122,19,766,791,3.96,0.0,0.014058357725077504,0.0
2021-10-17-A-1500,GP022122,20,770,785,0.0,0.0,0.0,0.0
2021-10-17-A-1500,GP022122,21,822,1103,67.55516014234875,3.0,0.24362899579667427,0.009328597680757684
2021-10-17-A-1500,GP022122,22,843,858,0.0,0.0,0.0,0.0
2021-10-17-A-1500,GP022122,23,1023,1072,41.285714285714285,0.0,0.15630003177489224,0.0
2021-10-17-A-1500,GP022122,24,1056,1072,0.0,0.0,0.0,0.0
2021-10-17-A-1500,GP022122,25,1056,1072,0.0,0.0,0.0,0.0
2021-10-17-A-1500,GP022122,26,1056,1253,98.63959390862944,10.0,0.3535021284650748,0.03882009808166383
2021-10-17-A-1500,GP022122,27,1060,1104,61.20454545454545,0.0,0.13424954615314652,0.0
2021-10-17-A-1500,GP022122,28,1060,1122,89.3225806451613,0.0,0.23667684218010862,0.0
2021-10-17-A-1500,GP022122,29,1060,1101,49.48780487804878,0.0,0.12214304517940545,0.0
2021-10-17-A-1500,GP022122,30,1060,1078,5.722222222222222,0.0,0.013318371592954712,0.0
2021-10-17-A-1500,GP022122,31,1134,1149,0.0,0.0,0.0,0.0
2021-10-17-A-1500,GP022122,32,1167,1227,26.95,0.0,0.09574236355674678,0.0
2021-10-17-A-1500,GP022122,33,1241,1253,36.5,8.0,0.14131428192787207,0.030346832332678875
