recording,video_file,insect_id,first_frame,last_frame,mean_velocity,median_velocity,mean_relative_velocity,median_relative_velocity
2021-10-17-A-1500,GP042122,47,2102,2233,22.16030534351145,7.0,0.054397083004271075,0.012789739582250437
2021-10-17-A-1500,GP042122,48,2103,2267,20.445121951219512,2.5,0.05493769401331521,0.005515338160626475
2021-10-17-A-1500,GP042122,49,2103,2127,8.041666666666666,0.0,0.016869852056179607,0.0
2021-10-17-A-1500,GP042122,50,2138,2157,1.0,0.0,0.0020100538297264854,0.0
2021-10-17-A-1500,GP042122,51,2148,2274,29.753968253968253,1.0,0.06650878529650249,0.0019073710211914437
2021-10-17-A-1500,GP042122,52,2148,2311,53.736196319018404,4.0,0.15073384166192094,0.007530766903514749
2021-10-17-A-1500,GP042122,53,2224,2251,15.592592592592593,0.0,0.03515160903234609,0.0
2021-10-17-A-1500,GP042122,54,2224,2276,29.48076923076923,0.0,0.06449179091595432,0.0
2021-10-17-A-1500,GP042122,55,2282,2311,35.0,0.0,0.08036047610033652,0.0
2021-10-17-A-1500,GP042122,56,2282,2312,24.033333333333335,2.0,0.05876472130580217,0.005346447022976533
2021-10-17-A-1500,GP042122,57,2283,2374,67.42857142857143,9.0,0.18878677186557877,0.028726856822375548
2021-10-17-A-1500,GP042122,58,2284,2375,42.53846153846154,4.0,0.12624724350479358,0.01105352014468352
2021-10-17-A-1500,GP042122,59,2285,2523,30.30252100840336,2.0,0.07956152348570326,0.004056525857493281
2021-10-17-A-1500,GP042122,60,2285,2384,29.88888888888889,0.0,0.09622170483851221,0.0
2021-10-17-A-1500,GP042122,61,2320,2342,12.727272727272727,0.0,0.04728359555361366,0.0
2021-10-17-A-1500,GP042122,62,2320,2335,0.0,0.0,0.0,0.0
2021-10-17-A-1500,GP042122,63,2320,2337,0.8235294117647058,0.0,0.002972236368917334,0.0
2021-10-17-A-1500,GP042122,64,2359,2374,0.0,0.0,0.0,0.0
2021-10-17-A-1500,GP042122,65,2359,2374,0.0,0.0,0.0,0.0
2021-10-17-A-1500,GP042122,66,2386,2507,21.65289256198347,0.0,0.051492976285867,0.0
2021-10-17-A-1500,GP042122,67,2386,2458,24.65277777777778,0.0,0.06045960784123774,0.0
2021-10-17-A-1500,GP042122,68,2393,2645,43.448412698412696,12.0,0.10957974068613288,0.030791988153461874
2021-10-17-A-1500,GP042122,69,2393,2431,20.05263157894737,0.0,0.04705033356751239,0.0
2021-10-17-A-1500,GP042122,70,2393,2412,114.78947368421052,0.0,0.22215682803967546,0.0
2021-10-17-A-1500,GP042122,71,2416,2508,24.52173913043478,0.0,0.05912532109264197,0.0
2021-10-17-A-1500,GP042122,72,2416,2507,36.956043956043956,0.0,0.08432001575602717,0.0
2021-10-17-A-1500,GP042122,73,2416,2467,13.666666666666666,0.0,0.028857375870284592,0.0
2021-10-17-A-1500,GP042122,74,2473,2570,46.77319587628866,15.0,0.11765416680016058,0.03533929507219054
2021-10-17-A-1500,GP042122,75,2473,2525,41.88461538461539,0.0,0.11201588298725777,0.0
2021-10-17-A-1500,GP042122,76,2473,2521,3.1041666666666665,0.0,0.00778937797917915,0.0
2021-10-17-A-1500,GP042122,77,2554,2718,58.40853658536585,1.0,0.16508089838437337,0.002900365335898958
2021-10-17-A-1500,GP042122,78,2556,2715,33.660377358490564,1.0,0.10088832709892064,0.002496725195862154
2021-10-17-A-1500,GP042122,79,2556,2579,4.739130434782608,0.0,0.01276238571345829,0.0
2021-10-17-A-1500,GP042122,80,2574,2645,18.64788732394366,7.0,0.04708381943212879,0.016516555653080175
2021-10-17-A-1500,GP042122,81,2574,2742,48.160714285714285,0.0,0.1643153029805683,0.0
2021-10-17-A-1500,GP042122,82,2587,2602,0.0,0.0,0.0,0.0
2021-10-17-A-1500,GP042122,83,2587,2602,0.0,0.0,0.0,0.0
2021-10-17-A-1500,GP042122,84,2660,2705,40.022222222222226,0.0,0.11670903260047037,0.0
2021-10-17-A-1500,GP042122,85,2680,2700,102.7,0.0,0.24899099766897917,0.0
2021-10-17-A-1500,GP042122,86,2680,2701,8.095238095238095,0.0,0.023771241213923475,0.0
2021-10-17-A-1500,GP042122,87,2722,2742,203.75,1.0,0.6708590253829801,0.004198864780424315
