recording,video_file,insect_id,first_frame,last_frame,mean_velocity,median_velocity,mean_relative_velocity,median_relative_velocity
2021-10-17-A-1500,GP042122,0,0,63,62.93650793650794,15.0,0.2343131619210087,0.05810768059070949
2021-10-17-A-1500,GP042122,1,25,227,29.702970297029704,3.0,0.10986702070901924,0.012453773455873642
2021-10-17-A-1500,GP042122,2,106,121,0.0,0.0,0.0,0.0
2021-10-17-A-1500,GP042122,3,202,745,66.07366482504604,6.0,0.22928266045147735,0.02526612561397611
2021-10-17-A-1500,GP042122,4,375,393,19.61111111111111,0.0,0.06632733148840121,0.0
2021-10-17-A-1500,GP042122,5,375,390,0.0,0.0,0.0,0.0
2021-10-17-A-1500,GP042122,6,397,474,57.324675324675326,0.0,0.13542857401986336,0.0
2021-10-17-A-1500,GP042122,7,451,471,15.45,0.0,0.042040572774161275,0.0
2021-10-17-A-1500,GP042122,8,451,471,15.15,0.0,0.0414355487705157,0.0
2021-10-17-A-1500,GP042122,9,496,514,49.94444444444444,0.0,0.14377235301494484,0.0
2021-10-17-A-1500,GP042122,10,609,650,1.975609756097561,0.0,0.007245933212978105,0.0
2021-10-17-A-1500,GP042122,11,713,1112,39.44862155388471,6.0,0.153549352418579,0.022302545896174857
2021-10-17-A-1500,GP042122,12,713,748,8.771428571428572,0.0,0.032385463719520516,0.0
2021-10-17-A-1500,GP042122,13,845,893,13.604166666666666,0.0,0.04881973942314564,0.0
2021-10-17-A-1500,GP042122,14,919,980,12.819672131147541,0.0,0.04605774586936727,0.0
2021-10-17-A-1500,GP042122,15,959,983,2.7083333333333335,0.0,0.009339505258548757,0.0
2021-10-17-A-1500,GP042122,16,985,1000,0.0,0.0,0.0,0.0
2021-10-17-A-1500,GP042122,17,1088,1195,21.009345794392523,3.0,0.08349458525026782,0.011216462093938026
2021-10-17-A-1500,GP042122,18,1088,1112,8.875,0.0,0.032412484192990455,0.0
2021-10-17-A-1500,GP042122,19,1126,1216,4.477777777777778,0.0,0.01611867253002924,0.0
2021-10-17-A-1500,GP042122,20,1132,1342,27.67142857142857,3.5,0.10857458537737581,0.013581446241706163
2021-10-17-A-1500,GP042122,21,1219,1243,2.125,0.0,0.007824028106860215,0.0
2021-10-17-A-1500,GP042122,22,1282,1391,53.293577981651374,2.0,0.1994723351681647,0.008499026917123795
2021-10-17-A-1500,GP042122,23,1290,1334,8.522727272727273,0.0,0.031897737815348756,0.0
2021-10-17-A-1500,GP042122,24,1347,1599,78.14682539682539,7.0,0.29669178469701674,0.02985803653230963
2021-10-17-A-1500,GP042122,25,1398,1413,0.0,0.0,0.0,0.0
2021-10-17-A-1500,GP042122,26,1440,1455,0.0,0.0,0.0,0.0
2021-10-17-A-1500,GP042122,27,1485,1511,36.03846153846154,0.0,0.12219452007740067,0.0
2021-10-17-A-1500,GP042122,28,1525,1684,112.45283018867924,17.0,0.4202280114608322,0.06290040811454749
2021-10-17-A-1500,GP042122,29,1607,1627,4.0,0.0,0.014171797274651943,0.0
2021-10-17-A-1500,GP042122,30,1640,1878,50.61764705882353,4.0,0.1666281598365104,0.011013311254752928
2021-10-17-A-1500,GP042122,31,1657,1680,73.47826086956522,0.0,0.19232774571859698,0.0
2021-10-17-A-1500,GP042122,32,1789,1818,0.20689655172413793,0.0,0.0005543211495267898,0.0
2021-10-17-A-1500,GP042122,33,1841,1871,48.0,0.0,0.1714659254932097,0.0
2021-10-17-A-1500,GP042122,34,1844,1874,43.6,0.0,0.15724991906945637,0.0
2021-10-17-A-1500,GP042122,35,1844,2042,46.74242424242424,2.5,0.1601720657073933,0.007845026712752959
2021-10-17-A-1500,GP042122,36,1853,1881,7.892857142857143,0.0,0.029107083091827295,0.0
2021-10-17-A-1500,GP042122,37,1853,1877,1.375,0.0,0.004686905562297965,0.0
2021-10-17-A-1500,GP042122,38,1891,1915,88.95833333333333,0.0,0.2833071985243604,0.0
2021-10-17-A-1500,GP042122,39,1917,2045,33.4609375,1.0,0.11255231374554724,0.003941394392738693
2021-10-17-A-1500,GP042122,40,2007,2084,14.584415584415584,0.0,0.03465307907878018,0.0
2021-10-17-A-1500,GP042122,41,2007,2126,38.529411764705884,0.0,0.11789662470672804,0.0
2021-10-17-A-1500,GP042122,42,2007,2127,26.916666666666668,3.0,0.05937574168444562,0.006453946227398968
2021-10-17-A-1500,GP042122,43,2011,2044,10.93939393939394,0.0,0.0285926262511634,0.0
2021-10-17-A-1500,GP042122,44,2020,2044,12.333333333333334,0.0,0.02965194467222912,0.0
2021-10-17-A-1500,GP042122,45,2020,2074,19.444444444444443,0.0,0.05033435536976067,0.0
2021-10-17-A-1500,GP042122,46,2051,2083,2.15625,0.0,0.005078117704424782,0.0
