recording,video_file,insect_id,first_frame,last_frame,mean_velocity,median_velocity,mean_relative_velocity,median_relative_velocity
recording tbd,GOPR2122.txt,0,6780,6792,1.6666666666666667,0.0,0.0055175529168817765,0.0
recording tbd,GOPR2122.txt,1,6795,6809,6.714285714285714,0.0,0.035667044595616024,0.0
recording tbd,GOPR2122.txt,2,6798,6809,1.0,0.0,0.00625,0.0
